Timestamp,In Game Name,Discord or Facebook Name,Friend Code Only (Copy/Paste from in game),What areas do you primarily play in?,Team
8/22/2019 13:00:59,MichaelClaw ,MichaelClaw ,4204 1600 0072,"Mad Far East, Mad Near East, Mad South, Mad Near West, Fitchburg, Monona",Mystic
8/22/2019 13:02:18,MrMcMan,MrMcMansALot,1986 5655 4947,"Mad Isthmus, Mad Near East",Valor
8/22/2019 13:37:36,Bcgjcd,Jesten bell,7100 5204 7051,"Mad Isthmus, Mad Far East, Mad Near East",Instinct
8/22/2019 13:57:57,ArchangelsAnon,Archangelsanonymous,5511 5793 8373,"Janesville, McFarland, Monona, Milwaukee ",Mystic
8/22/2019 14:22:21,RektifyYT ,Devin Lynn Kosinski ,5692 6218 1911,"Mad Campus, Mad Near East, Mad North East, Mad North",Valor
8/22/2019 14:37:38,JahWhip,JahWhip,5000 4490 3725,"Mad Far East, Mad Near East, Monona",Mystic
8/22/2019 15:24:58,cbreezy623,cbreezy623,4176 1183 0635,"Mad Campus, Mad Isthmus",Valor
8/22/2019 15:38:15,Leftnutofexodia,Leftnutofexodia,2919 5194 0749,Mad Far West,Valor
8/22/2019 15:39:06,PATRICK0730 ,PATRICK KOSINSKI ,0877 7016 4871,"Mad Campus, Mad Isthmus, Mad Near East, Mad North East, Mad North",Valor
8/22/2019 16:18:15,SparklyCat,Loren Yazzie,7412 6021 7908,"Mad Campus, Mad Near West",Mystic
8/22/2019 18:54:19,Vadovas,Vadovas,6032 5472 8829,"Mad Isthmus, Mad South, Mad Near West, Fitchburg, Middleton",Instinct
8/22/2019 19:21:54,XxMuncherxX,Muncher,9840 4575 8102,Waunakee,Mystic
8/22/2019 19:42:29,Momalicious63,Charlene cross,1203 7531 7445,"Mad Campus, Rockford ",Mystic
8/22/2019 20:25:53,PamburgerNFries,CaffeinatedTarantula,5212 0474 6118,"Mad Campus, Mad Isthmus, Mad Near East",Valor
8/22/2019 20:59:24,Totenpfuhl,Totenpfuhl,7762 8656 9738,"Mad Far East, Mad Near East, Monona",Valor
8/22/2019 21:21:18,VerySoKeri,VerySoKeri,3309 3943 2723,"Mad Isthmus, Mad Far East, Mad Near East, Fitchburg",Instinct
8/23/2019 0:45:14,nikanator709,Nic Hamilton,3036 6091 8631,DeForest / Windsor,Instinct
8/23/2019 7:12:59,Meggo608,Megan Sawle,8835 6988 3294,"Mad Isthmus, Mad Far West, Middleton, Verona",Mystic
8/23/2019 8:15:13,mesprits,Charlotte,2331 0820 0038,Sun Prairie,Valor
8/23/2019 8:39:22,wrigtr,wrigtr,2154 6187 8864,"Mad Campus, Mad Isthmus, Mad Near West",Mystic
8/23/2019 9:40:35,TrapperDan,TrapperDan,6471 0164 2633,"Mad Isthmus, Mad Far East, Mad Near East",Instinct
8/23/2019 9:46:36,ZaffreBlues,Zaffre,9483 4509 2391,"Mad Campus, Mad Isthmus, Mad Far West, Mad Near West",Mystic
8/23/2019 11:52:42,Excelsior0923,Excelsior0923,9297 4928 2732,"Middleton, Oregon, Verona",Mystic
8/23/2019 11:53:51,Ldsity,Ldsity,6098 4092 5151,"Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North, Sun Prairie",Instinct
8/23/2019 11:54:01,Ldsity,Ldsity,6098 4092 5151,"Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North, Sun Prairie",Instinct
8/23/2019 12:29:07,Slambo42,Slambo,1562 9522 9178,"Mad Far West, Mad Near West, Fitchburg, I drive around the state for work.",Mystic
8/23/2019 12:48:00,Connor4Reals,Cody worrell,6246 5268 0934,"Mad Campus, Mad Isthmus, Mad Far East, DeForest / Windsor, Portage",Valor
8/23/2019 15:22:26,maikayeng,rii,3712 8084 4716,"Mad Campus, Mad Isthmus",Valor
8/23/2019 16:41:44,Tarryho,Tarryho,6620 1133 8626,"Mad Campus, Mad Isthmus, Montfort",Valor
8/23/2019 17:12:48,Kmsloan23 ,Katie Sloan,5066 7008 0538,"Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North, Mad Far West, Mad Near West",Mystic
8/23/2019 17:21:05,Mahoumaddie,Mahoumaddie,7531 6714 5179,"Mad Campus, Mad Near West",Mystic
8/23/2019 17:26:02,DolphinWhispers,DolphinWhisperer,366031647105,"Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Sun Prairie",Mystic
8/23/2019 17:53:42,smayhemm,Sarah Nelson,7981 4633 5169,"Fitchburg, Sun Prairie",Mystic
8/23/2019 17:58:42,PokEmmalove,IndigoEyz’s small human,8352 9857 5714,"Mad Campus, Mad Far West, Mad Near West",Mystic
8/23/2019 19:12:34,Seraph0258,Seraph,4426 2703 0298,"Mad Far East, Mad North East, Fitchburg",Mystic
8/23/2019 19:47:32,NorthmanRydoc,Rydoc,874948365056,"Mad Far East, Monona",Valor
8/23/2019 21:26:57,MjrShananigans,Smibernz ,6661 1519 4009,"Mad Isthmus, Mad North East",Valor
8/23/2019 22:24:02,AwesomeDK,AwesomeDK,8423 5675 2950,"Mad Campus, Fitchburg, Verona",Mystic
8/24/2019 0:32:47,ResearcherLilly,ResearcherLilly,578271355277,"Mad Campus, Mad Isthmus, Mad Near East",Mystic
8/24/2019 7:11:45,Korahn,Royce,2591 2918 1628,"Mad Campus, Mad Isthmus",Instinct
8/24/2019 8:24:31,AlejothePanda,Alejo,0483 8159 8252,"Mad Campus, Mad North",Mystic
8/24/2019 8:46:13,eL12ARD,Meriahia (submitting for friend),6397 8546 8632,"Mad Far West, Mad Near West, Middleton",Instinct
8/24/2019 10:15:55,MrGZusC,shipdifter,115285065562,Mad Near East,Valor
8/24/2019 10:58:02,DankMemes314,Tyler Rudig,637414833624,Mad Campus,Mystic
8/24/2019 11:50:06,DMFNOD,Donna ,2497 9724 5497,Mad Far West,Instinct
8/24/2019 13:40:13,seamusangell10 ,seamusangell10,4870 1765 3248,"Mad Near West, Epic, Fitchburg, Verona",Instinct
8/24/2019 14:03:09,Shucru,Shucru,466670300600,Mad Far West,Mystic
8/24/2019 14:34:26,Hopscotch820,Mackenzie,5950 8177 1591,"Mad Near East, Mad North East, Mad North",Mystic
8/24/2019 15:51:59,LilBigMac3690,LikBigMac3690,655625515360,"Mad Far West, Fitchburg, Verona",Valor
8/24/2019 18:03:22,Jayhawkichu,Jayhawkichu,3095 2824 3850,"Mad Far West, Mad Near West, Middleton",Valor
8/24/2019 18:50:57,Phishbowl,Phishbowl on discord,5935 4886 3984,Verona,Instinct
8/24/2019 20:52:18,Prubug,Prubug,1878 0222 6019,"Mad Far East, Mad Near East, Mad North East, Cottage Grove, Monona, Sun Prairie",Instinct
8/24/2019 22:04:47,Wewather,Wewather,4552 8995 6177,"Mad Campus, Mad Isthmus",Instinct
8/25/2019 8:08:43,GroomerKelly,Kelly,9570 7939 8576,"Mad Far West, Middleton, Oregon",Mystic
8/25/2019 10:24:45,TonyJT9,Tony JJ,7387 6621 9238,"Mad Campus, Mad Isthmus, Mad Near East, Mad Near West",Instinct
8/25/2019 11:06:01,ColeMartalock,Tallmage4,3186 1322 6850,"Mad Far West, Middleton, Whitewater",Instinct
8/25/2019 11:14:06,0MagMarcus0,Synthsational ,5989 8389 0916,Mad Far East,Mystic
8/25/2019 12:31:20,L0u1e98,Louis,7594 1538 7446,"Mad Far West, Fitchburg, Verona",Valor
8/25/2019 18:38:15,BKDoughboy,Brendon Krueger,240312239570,"Mad Isthmus, Mad Near East, Mad North East",Valor
8/25/2019 19:39:12,Ghosthunter80,Lil Peter,549660901564,Other ,Mystic
8/25/2019 23:08:52,brandafurd14,Brandi Jansen ,004975753090,"Mad Campus, Mad Far West, Mad Near West, Middleton, Monona, Sun Prairie, Waunakee",Valor
8/26/2019 8:54:29,HaniKuttab,Hani Kuttab ,1696 7571 1398,"Mad Campus, Mad Isthmus, Mad Near East",Valor
8/26/2019 12:20:30,CVR05,Facebook ,3627 5977 1327,Mad Near East,Mystic
8/27/2019 8:18:34,CapitolMil,CapitolMil ,6906 7096 3850,"Middleton, Sun Prairie",Valor
8/27/2019 8:58:06,ReyLavellan,🌸airwick🌸#7078 • Kit Reynolds,1531 8778 6233,"Mad Isthmus, Mad South, Fitchburg, Stoughton",Mystic
8/27/2019 10:19:00,KayVun,KayVun,0965 6069 5848,"Mad Isthmus, Middleton",Instinct
8/27/2019 11:46:49,Gduff99,Glen Duffy,3964 4443 7851,"Mad Near West, Fitchburg, Middleton",Mystic
8/27/2019 11:57:20,Bubbalou122,Lou immendorf,0690 6483 6762,"Mad Isthmus, Mad Near East, Mad Near West",Mystic
8/27/2019 13:55:19,Njip,Benji,3040 9976 3681,"Mad Campus, Mad Isthmus, Mad Far East",Valor
8/27/2019 14:38:37,BRDRRUNNER,SoyCabezon,7953 9254 6835,"Mad Far West, Middleton",Valor
8/27/2019 17:51:21,Craigerstix,craigers521#2904,8265 1439 8756,"Mad Isthmus, Amfam",Mystic
8/27/2019 18:31:00,PEACHEEESSS,Justin Pancho Sprague ,523244617290,Sun Prairie,Instinct
8/28/2019 4:43:58,Pandemic87,Pandemic87,7188 7808 4777,"Mad Campus, Mad Isthmus, Mad Near East, Mad Near West, Fitchburg, Middleton, Monona, Stoughton, Verona",Mystic
8/28/2019 9:38:15,Brodonn,Broop,4767 9135 1712,Mad Far West,Mystic
8/28/2019 13:51:18,jfedde,Josh Fedde,9446 5736 1942,"Mad Far West, Mad Near West, Fitchburg, Middleton",Mystic
8/28/2019 19:34:34,morgzy10,morgzy,1324 8603 6767,"Mad Campus, Mad Isthmus",Mystic
8/29/2019 8:32:23,Vasamfamily,Jen getz,2364 2067 5086,"Mad Far West, Mad Near West, Middleton, Verona",Valor
8/29/2019 9:42:06,Megan534,Megan,3440 2002 8944,"Mad Near East, Cottage Grove, Fitchburg, Sun Prairie",Mystic
8/29/2019 11:28:52,Smuggs75,Smuggs75,892516048531,"Mad Campus, Sun Prairie",Valor
8/29/2019 16:29:59,DuctTapeDan,ducttapedan85,3338 9889 1381,"Mad South, Fitchburg, Janesville, Middleton, Monona, Oregon",Valor
8/30/2019 11:00:21,HockeyLove16,HockeyLove16,5576 8067 1325,"Mad Campus, Mad Isthmus, Mad Far West, Mad Near West, Middleton",Mystic
8/31/2019 8:46:59,Cmeltdown,dapperchris,9859 6224 5625,"Mad Campus, Fitchburg, Middleton",Valor
8/31/2019 8:50:12,Mollzbae,Mollie Melton,3579 4968 6205,Surrounding greater Madison area,Instinct
8/31/2019 10:51:48,Tinykaela,Kaela Schudda,9981 3749 5359,"Mad Campus, Mad Isthmus, Mad Near East",Instinct
9/1/2019 3:25:05,Zakrah42,Zakrah42#4728,0854 8573 2652,"Mad Campus, Fitchburg",Instinct
9/1/2019 10:36:55,Sopwith,Gothar Elensar#2794,4112 1277 6259,"Mad Isthmus, DeForest / Windsor, Sun Prairie",Valor
9/2/2019 12:18:09,StitchMoo,Madi Boo Smith,4711 3236 6229,"Mad Near West, Fitchburg, Sauk County",Instinct
9/2/2019 14:53:24,TheGrrzooT,Skiouros,011923368700,"DeForest / Windsor, Monona, Sun Prairie, Waunakee",Valor
9/4/2019 6:41:01,Kaylalh ,Kayla Hanson,1491 9979 4911,"Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Sun Prairie",Mystic
9/4/2019 13:28:18,JahBuddha420,JahBuddha420,6042 2030 8419,"Mad Campus, Mad Isthmus, Mad Near East, Mad Near West",Valor
9/4/2019 13:36:35,Duplica123Ditto,Tess Guida MacFarlane,5216 2853 7909,"Mad Near West, Stoughton",Valor
9/4/2019 15:37:42,WillGerrits,WillGerrits,1756 7637 2864,"Mad Campus, Mad Isthmus",Valor
9/4/2019 16:42:37,soapergem,soapergem,6112 0639 3205,"Mad Campus, Mad Near East, Mad Far West",Valor
9/4/2019 20:58:14,HammerOfSJU,HammerOfSJU,144324688561,"Mad Campus, Mad Isthmus, Middleton",Valor
9/5/2019 16:12:56,JLulz,JLulz,8651 6712 7716,Fitchburg,Instinct
9/5/2019 20:31:03,HavenWillow30,Katie Jo,016391566147,Stoughton,Instinct
9/6/2019 7:08:28,elandt,elandt,1343 3801 4488,Middleton,Mystic
9/6/2019 9:14:08,Ashtomeowth13,Tristan Arndt,2118 7321 9743,Fitchburg,Valor
9/6/2019 20:04:41,Philcarp0142,Phil,0393 5385 7367,Mad North,Instinct
9/7/2019 9:49:40,tweedlesmagoo,jayjay,3099 7190 5608,"Mad Campus, Mad Isthmus, Mad South, Mad Far West, Mad Near West, Cross Plains, Fitchburg, Middleton",Instinct
9/7/2019 18:49:37,Picaspy,Fluxovous,2184 9035 8955,Oregon,Valor
9/8/2019 17:10:08,jubileepizza,jubileeze,9202 2288 7606,"Mad Far West, Fitchburg, Verona",Valor
9/8/2019 21:56:10,Drummer41,Ajfoyt ,3552 6060 6514,"Mad Campus, Mad Far East, Cottage Grove, Monona, Sun Prairie",Instinct
9/9/2019 5:42:03,SuperKamiK,SleepZerker,8454 3894 4269,"Mad Far West, Mad Near West, Fitchburg",Mystic
9/9/2019 9:56:14,Kimikinz,Kimberly Dodge,6894 5070 0333,"Mad Campus, Mad Far West, Mad Near West",Mystic
9/10/2019 20:33:50,Amudrasil,Amudrasil,4575 4097 5121,Middleton,Mystic
9/10/2019 22:17:36,PeachesPls,Lauren Pericak,6397 9330 7707,Mad Campus,Mystic
9/11/2019 15:12:26,Queenbarner,Queenbarner,8905 2724 8291,"Mad Campus, Mad Isthmus, Mad Far West, Mad Near West, Middleton",Mystic
9/11/2019 17:13:46,Cyberclops001,Cyberclops001,7562 7956 8802,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North, Mad South, Mad Far West, Mad Near West, Beloit, Cottage Grove, Cross Plains, DeForest / Windsor, Epic, Fitchburg, Janesville, McFarland, Middleton, Monona, Montfort, Mt. Horeb, Oregon, Platteville, Stoughton, Sun Prairie, Verona, Waunakee",Instinct
9/11/2019 17:47:41,Kimikinz,galacticCatnip,6894 5070 0333,"Mad Campus, Mad Far West, Mad Near West, Waukesha, Brookfield",Mystic
9/11/2019 19:26:57,Dragon9036,Dragon9036,2658 4675 2677,"Mad Campus, Middleton, Fitchburg",Mystic
9/12/2019 8:40:51,EternalPose,Kelly Shields,6989 4677 5862,"Mad Near East, Mad North East, Mad South, Fitchburg, Middleton, Oregon, Stoughton, Verona, Waunakee",Valor
9/12/2019 10:59:47,MotherOfBijou,carissa.mccormack,2034 1411 2029,"Mad Campus, Mad Far West, McFarland",Mystic
9/12/2019 12:40:36,Jendolin,jennyb,3458 0964 9960,"Mad Campus, Mad Isthmus, Mad Far West, Mad Near West, Middleton",Mystic
9/12/2019 16:31:11,0ffC0n5tantly,GreekAlphabetSoup,8144 9017 9972,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North, Mad South, Mad Far West, Mad Near West",Mystic
9/12/2019 17:19:38,mweez,mweez,152503493215,Mad Isthmus,Instinct
9/12/2019 17:58:30,Ronon55,None,489682990000,"Mad Campus, Mad Isthmus, Mad Far West, Mad Near West, Middleton",Mystic
9/12/2019 21:28:56,ParselMouth323,TJ Knihtila,061163745982,Mad Far East,Mystic
9/13/2019 9:32:56,AlexH2601,EpicGhostDuck#0397,5204 5137 5207,Mad Campus,Mystic
9/13/2019 11:08:02,389Bubbles,Cambud89,482646308069,Verona,Mystic
9/13/2019 14:57:53,shortshtak ,Kim gruwell,1753 4519 6272,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North, Mad South, Mad Far West, Mad Near West, Cottage Grove, Cross Plains, DeForest / Windsor, Fitchburg, Middleton, Monona, Mt. Horeb, Verona",Valor
9/14/2019 12:44:47,Adler1350,Adler1350,5562 4993 2411,"Mad Far West, Cross Plains, Middleton, Black Earth",Instinct
9/15/2019 13:23:05,Grimmlyn,Jade McMurdo,0357 9471 6861,"Mad Campus, Mad Isthmus",Valor
9/15/2019 19:36:14,ChristineBuble,ChristineBuble ,4535 9998 5170,"Fitchburg, Stoughton",Mystic
9/15/2019 21:11:32,nAlms,Nathan Alms,1461 6600 0718,"Mad South, Fitchburg, Janesville",Instinct
9/16/2019 15:48:38,Lucifarrow,Lucifarrow,8838 9879 2762,"Mad South, Mad Near West, Fitchburg, Monona",Instinct
9/16/2019 17:18:40,CrackinCaptain,Trisha Sphar,2520 2731 2802,"Mad Campus, Mad Isthmus, Mad South, Mad Far West, Mad Near West, Fitchburg, Oregon, Stoughton, Verona",Mystic
9/16/2019 19:01:30,Benguin770,Benguin770#9791,7226 1764 2300,Mad Campus,Mystic
9/16/2019 22:39:50,PJHsian,AsianCarter,711660931797,"Mad Isthmus, Mad Far East, Mad Near East, Cottage Grove",Instinct
9/17/2019 15:14:43,Keirstynm,Keirstynmooers,4941 8948 8498,"Mad Campus, Mad Isthmus",Valor
9/17/2019 15:15:07,RobMooers,RobMooers,3407 2192 3282,"Mad Campus, Mad Isthmus, Mad Near East",Valor
9/17/2019 16:22:59,KellHorn,kellkabrinski,849584691186,"Epic, Belleville",Mystic
9/17/2019 17:20:00,Cory,Not on discord,5971 7569 6490,Poynette,Mystic
9/17/2019 20:40:57,Leafurz,Leafurz,1773 4340 4774,"Mad Campus, Mad Far West, Mad Near West, Fitchburg, Verona",Mystic
9/17/2019 20:50:37,Metalexchu,Metalexchu,8497 9318 5767,Verona,Instinct
9/18/2019 10:02:01,Starwatchfilms ,Michael Moore,7770 2674 1524,"Mad Campus, Mad Far West, Mad Near West, Fitchburg",Mystic
9/18/2019 14:03:30,Okaystuff,Okaystuff,7580 5912 2949,"Mad Campus, Mad Isthmus, Mad Near East, Mad North",Mystic
9/19/2019 14:12:45,ScarletKurama,Care Pow,3547 6757 5310,"Mad Campus, Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Mad North, Mad South, Mad Far West, Mad Near West, Middleton",Valor
9/19/2019 14:16:01,Breskittle,Breskittle,0453 8205 1124,"Mad Isthmus, Mad Far East, Mad Near East, Mad North East, Monona",Valor
9/19/2019 14:46:26,BluestofShines,BluestoShines,8866 1905 9527,"Mad Isthmus, Mad Far West, Mad Near West, Fitchburg",Mystic
9/19/2019 17:17:55,LilBig1,None,9186 6436 8626,"Fitchburg, Verona",Valor
9/19/2019 22:18:43,jkaska,jimmiekaska,7602 6174 0973,"Fitchburg, Montfort, Oregon, Stoughton, Evansville",Instinct
9/19/2019 22:39:26,Weinerpops,Wienerpops ,0324 7388 9002,"Waunakee, Ripon",Mystic
9/20/2019 8:54:17,LoveSwinub,LoveSwinub,8052 7606 0586,"Mad Campus, Mad South",Instinct
9/21/2019 8:28:17,RobotBrunchClub,RobotBrunchClub,0797 8347 9017,"Mad Campus, Mad Near West",Instinct
9/21/2019 10:56:25,Nick1997Jones,Nick1997Jones,219666977572,"Mad Isthmus, Mad Far West, Mad Near West, McFarland, Platteville",Mystic
9/21/2019 14:29:03,Madcity34,Madcity34,8005 7375 7310,"Mad Isthmus, McFarland, Platteville",Mystic
9/21/2019 16:38:53,SizzleBottom,None (not on either),575690202105,"Mad Near West, Stoughton",Instinct
9/21/2019 18:02:36,ncarrionflute,ncarrionflute,4734 2905 7030,Mad Campus,Mystic
9/22/2019 15:23:42,LaughingMatter,Sara,6677 2184 9036,"Mad Campus, Epic, Verona",Valor
